YEAR,SERIAL,HHWT,STATEFIP,HHINCOME,PERWT,SEX,AGE,BPL,ANCESTR1,ANCESTR2,CITIZEN,YRIMMIG,SCHL,EMPSTAT,CLASSWKR,OCC,WKHP,INCTOT,INCWAGE,POVERTY,REGION,PUMA,educ_factor,age,gender,bpl,gen,class_wkrd,emp_stat,CITIZEN2,born_in_iran,any_iranian_anc,generation,is_child_of_iranian
2023,2023HU0692029,12,41,247200,11,2,61,212,431,999,4,1983,21,1,5,0800,40,77000,77000,501,4,06723,Bachelors degree,61,Female,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0777368,7,41,11000,7,2,75,212,416,999,4,2008,21,6,0,N,0,11000,0,76,4,00504,Bachelors degree,75,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0786622,18,41,334200,18,2,51,212,431,999,4,1999,19,1,7,5740,34,148000,28000,501,4,05114,Some college,51,Female,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0786622,18,41,334200,14,1,21,41,431,999,1,1937,20,6,1,4110,15,1200,1200,501,4,05114,Some college,21,Male,41,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0786622,18,41,334200,19,2,10,41,431,999,1,1937,7,0,0,N,0,-19999,-1,501,4,05114,Less than high school,10,Female,41,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0786622,18,41,334200,15,2,77,212,431,999,5,2022,16,6,0,N,0,0,0,501,4,05114,High school degree,77,Female,212,1st gen,N/A,Not in labor force,Not a citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0813551,30,41,204000,30,1,49,136,416,999,4,1985,22,1,2,0420,45,204000,180000,501,4,01701,Graduate degree,49,Male,136,2nd gen,Non-profit employee,Employed,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0813551,30,41,204000,31,2,9,13,416,402,1,1937,6,0,0,N,0,-19999,-1,501,4,01701,Less than high school,9,Female,13,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0813551,30,41,204000,31,1,9,13,416,402,1,1937,6,0,0,N,0,-19999,-1,501,4,01701,Less than high school,9,Male,13,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0840847,19,41,405000,19,2,37,212,416,999,4,2012,22,1,1,0051,45,145000,145000,501,4,06721,Graduate degree,37,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0840847,19,41,405000,18,2,3,41,939,999,1,1937,2,0,0,N,0,-19999,-1,501,4,06721,Less than high school,3,Female,41,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0840847,19,41,405000,19,1,1,41,939,999,1,1937,0,0,0,N,0,-19999,-1,501,4,06721,No schooling or N/A,1,Male,41,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0978096,11,41,123500,12,2,62,212,999,999,4,2001,21,1,3,5521,40,85000,85000,501,4,06724,Bachelors degree,62,Female,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0978096,11,41,123500,10,1,67,212,999,999,4,1964,22,6,5,1745,30,36500,36500,501,4,06724,Graduate degree,67,Male,212,1st gen,Public sector employee,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0978096,11,41,123500,11,1,38,212,999,999,5,2001,18,3,1,4220,40,2000,2000,501,4,06724,Some college,38,Male,212,1st gen,Private sector employee,Unemployed,Not a citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0993469,16,41,161000,17,2,24,41,416,999,1,1937,19,1,7,4510,20,20000,20000,131,4,06723,Some college,24,Female,41,2nd gen,Self-employed,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1019034,37,41,165000,37,2,35,212,416,999,4,2013,20,1,5,0820,40,125000,125000,501,4,05116,Some college,35,Female,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1019034,37,41,165000,40,1,60,212,416,999,4,1999,15,1,6,7160,45,40000,0,501,4,05116,Some high school,60,Male,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1019034,37,41,165000,35,2,53,212,999,999,4,1999,15,6,0,N,0,0,0,501,4,05116,Some high school,53,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU1055640,13,41,300000,12,2,66,212,490,999,4,1982,21,6,1,3300,0,0,0,501,4,06723,Bachelors degree,66,Female,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU1095532,27,41,490000,22,2,37,212,416,999,4,1990,21,1,1,5160,40,160000,160000,501,4,00504,Bachelors degree,37,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1095532,27,41,490000,26,2,5,41,940,999,1,1937,1,0,0,N,0,-19999,-1,501,4,00504,Less than high school,5,Female,41,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1095532,27,41,490000,22,1,1,41,940,999,1,1937,0,0,0,N,0,-19999,-1,501,4,00504,No schooling or N/A,1,Male,41,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1095532,27,41,490000,21,1,1,41,940,999,1,1937,0,0,0,N,0,-19999,-1,501,4,00504,No schooling or N/A,1,Male,41,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1156715,19,41,223200,17,2,35,212,416,999,4,2000,21,6,0,N,0,0,0,501,4,04704,Bachelors degree,35,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1156715,19,41,223200,19,2,6,6,50,32,1,1937,2,0,0,N,0,-19999,-1,501,4,04704,Less than high school,6,Female,6,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1156715,19,41,223200,17,1,4,6,50,32,1,1937,1,0,0,N,0,-19999,-1,501,4,04704,Less than high school,4,Male,6,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1157509,15,41,20000,12,2,32,222,416,999,5,2017,16,6,0,N,0,0,0,56,4,03903,High school degree,32,Female,222,2nd gen,N/A,Not in labor force,Not a citizen,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1157509,15,41,20000,12,1,13,222,999,999,3,2011,12,0,0,N,0,-19999,-1,56,4,03903,Some high school,13,Male,222,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1157509,15,41,20000,12,1,12,222,999,999,3,2015,10,0,0,N,0,-19999,-1,56,4,03903,Less than high school,12,Male,222,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1157509,15,41,20000,12,1,3,41,999,999,1,1937,1,0,0,N,0,-19999,-1,56,4,03903,Less than high school,3,Male,41,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1230143,41,41,290000,41,1,42,212,416,999,4,1986,21,1,7,4840,40,60000,60000,501,4,05105,Bachelors degree,42,Male,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1230143,41,41,290000,45,1,5,41,416,924,1,1937,1,0,0,N,0,-19999,-1,501,4,05105,Less than high school,5,Male,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1230143,41,41,290000,49,2,1,41,416,924,1,1937,0,0,0,N,0,-19999,-1,501,4,05105,No schooling or N/A,1,Female,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1230143,41,41,290000,39,1,1,41,416,924,1,1937,0,0,0,N,0,-19999,-1,501,4,05105,No schooling or N/A,1,Male,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1295505,10,41,840,10,2,58,212,999,999,4,1995,1,6,0,N,0,840,0,5,4,05103,Less than high school,58,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU1309068,14,41,160000,14,2,31,41,416,999,1,1937,19,1,6,3630,15,10000,0,443,4,06723,Some college,31,Female,41,2nd gen,Self-employed,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1309068,14,41,160000,18,1,5,41,416,939,1,1937,3,0,0,N,0,-19999,-1,443,4,06723,Less than high school,5,Male,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1309068,14,41,160000,13,2,1,41,416,939,1,1937,0,0,0,N,0,-19999,-1,443,4,06723,No schooling or N/A,1,Female,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1309068,14,41,160000,19,2,12,41,939,999,1,1937,11,0,0,N,0,-19999,-1,443,4,06723,Less than high school,12,Female,41,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1323637,15,41,50760,15,1,38,41,416,32,1,1937,22,1,2,2310,40,50760,50000,321,4,05103,Graduate degree,38,Male,41,2nd gen,Non-profit employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1366874,14,41,88000,14,1,66,212,416,999,4,1978,20,1,6,5510,10,25000,0,379,4,06720,Some college,66,Male,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1366874,14,41,88000,15,1,36,53,999,999,1,1937,21,1,1,4720,30,22000,22000,379,4,06720,Bachelors degree,36,Male,53,2nd gen,Private sector employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1411849,18,41,63000,18,2,31,212,416,999,4,2008,23,6,6,3050,0,0,0,206,4,06723,Graduate degree,31,Female,212,1st gen,Self-employed,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1411849,18,41,63000,21,1,39,212,416,999,5,2010,24,1,1,1240,40,63000,63000,206,4,06723,Graduate degree,39,Male,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1411849,18,41,63000,22,1,6,6,416,999,1,1937,3,0,0,N,0,-19999,-1,206,4,06723,Less than high school,6,Male,6,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1411849,18,41,63000,16,1,3,35,416,999,1,1937,1,0,0,N,0,-19999,-1,206,4,06723,Less than high school,3,Male,35,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1416319,22,41,147800,22,1,72,212,999,999,5,1953,22,6,0,N,0,40000,0,501,4,00301,Graduate degree,72,Male,212,1st gen,N/A,Not in labor force,Not a citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU1438114,22,41,15600,22,1,34,39,416,924,1,1937,21,2,3,3255,36,15600,15000,99,4,04703,Bachelors degree,34,Male,39,2nd gen,Public sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1453177,32,41,224000,26,1,22,55,142,416,1,1937,22,1,1,1021,55,130000,130000,501,4,05114,Graduate degree,22,Male,55,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024GQ0005247,0,41,-60000,21,1,56,212,416,999,3,1980,16,6,0,N,0,0,0,-1,4,05901,High school degree,56,Male,212,1st gen,N/A,Not in labor force,US-born,TRUE,TRUE,First generation,FALSE
2024,2024GQ0008672,0,41,-60000,11,2,18,41,416,999,1,1937,16,6,0,N,0,0,0,-1,4,05101,High school degree,18,Female,41,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024GQ0022607,0,41,-60000,11,2,18,41,416,999,1,1937,16,6,0,N,0,0,0,-1,4,05114,High school degree,18,Female,41,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024GQ0030526,0,41,-60000,11,2,18,41,416,999,1,1937,16,6,0,N,0,0,0,-1,4,05101,High school degree,18,Female,41,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024GQ0097678,0,41,-60000,11,2,18,41,416,999,1,1937,16,6,0,N,0,0,0,-1,4,05101,High school degree,18,Female,41,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024GQ0110892,0,41,-60000,2,1,56,212,416,999,3,1980,16,6,0,N,0,0,0,-1,4,05901,High school degree,56,Male,212,1st gen,N/A,Not in labor force,US-born,TRUE,TRUE,First generation,FALSE
2024,2024HU0049268,11,41,396000,11,1,67,212,416,999,4,1978,24,6,4,0630,0,374000,0,501,4,06724,Graduate degree,67,Male,212,1st gen,Public sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0049268,11,41,396000,11,2,64,212,416,999,4,1977,24,6,2,0230,0,22000,0,501,4,06724,Graduate degree,64,Female,212,1st gen,Non-profit employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0139379,33,41,145000,33,1,60,212,416,999,4,1978,22,6,1,1360,0,145000,0,501,4,05105,Graduate degree,60,Male,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0156990,11,41,7000,10,1,25,48,416,314,1,1937,21,1,1,1021,40,7000,7000,44,4,05105,Bachelors degree,25,Male,48,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0193614,30,41,44000,31,2,47,20,125,416,1,1937,21,1,1,9620,40,44000,44000,271,4,05101,Bachelors degree,47,Female,20,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0206070,12,41,102300,11,1,43,212,416,999,5,2015,20,1,1,0120,48,100000,100000,325,4,06720,Some college,43,Male,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0206070,12,41,102300,11,2,42,212,416,999,5,2015,21,1,1,4522,16,2300,2300,325,4,06720,Bachelors degree,42,Female,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0206070,12,41,102300,11,2,6,41,416,939,1,1937,1,0,0,N,0,-19999,-1,325,4,06720,Less than high school,6,Female,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0206070,12,41,102300,11,2,2,41,416,939,1,1937,0,0,0,N,0,-19999,-1,325,4,06720,No schooling or N/A,2,Female,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0227891,24,41,93800,22,2,27,41,416,999,1,1937,21,1,2,0440,50,63800,62000,399,4,06724,Bachelors degree,27,Female,41,2nd gen,Non-profit employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0307302,11,41,130000,11,1,52,212,416,999,4,2012,21,1,1,1450,60,130000,130000,296,4,06721,Bachelors degree,52,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0307302,11,41,130000,11,2,47,212,416,999,4,2012,19,3,1,4840,0,0,0,296,4,06721,Some college,47,Female,212,1st gen,Private sector employee,Unemployed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0307302,11,41,130000,10,1,9,48,416,999,1,1937,7,0,0,N,0,-19999,-1,296,4,06721,Less than high school,9,Male,48,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0307302,11,41,130000,12,2,2,41,416,999,1,1937,0,0,0,N,0,-19999,-1,296,4,06721,No schooling or N/A,2,Female,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0307302,11,41,130000,8,1,78,212,416,999,5,2023,20,6,0,N,0,0,0,296,4,06721,Some college,78,Male,212,1st gen,N/A,Not in labor force,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0307302,11,41,130000,10,2,66,212,416,999,5,2023,21,6,0,N,0,0,0,296,4,06721,Bachelors degree,66,Female,212,1st gen,N/A,Not in labor force,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0317099,5,41,114600,5,1,51,41,416,176,1,1937,22,6,3,3710,0,100,0,351,4,09300,Graduate degree,51,Male,41,2nd gen,Public sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0317099,5,41,114600,21,2,22,41,21,416,1,1937,20,6,1,4600,10,3000,3000,351,4,09300,Some college,22,Female,41,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0317099,5,41,114600,7,1,17,41,21,416,1,1937,15,1,1,4220,10,1500,1500,351,4,09300,Some high school,17,Male,41,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0335050,28,41,195000,28,2,42,1,416,939,1,1937,22,1,2,3150,26,70000,70000,501,4,05103,Graduate degree,42,Female,1,2nd gen,Non-profit employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0335050,28,41,195000,27,1,8,41,939,999,1,1937,5,0,0,N,0,-19999,-1,501,4,05103,Less than high school,8,Male,41,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0378460,9,41,83200,9,2,66,212,483,999,4,1958,18,6,2,3515,0,13000,0,444,4,04301,Some college,66,Female,212,1st gen,Non-profit employee,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2024,2024HU0384041,10,41,59800,22,2,56,41,22,416,1,1937,21,1,2,2320,40,38400,38400,323,4,09000,Bachelors degree,56,Female,41,2nd gen,Non-profit employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0396077,11,41,132000,11,2,41,212,416,999,4,1985,24,1,1,1825,40,132000,132000,422,4,03903,Graduate degree,41,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0396077,11,41,132000,11,2,6,41,416,998,1,1937,2,0,0,N,0,-19999,-1,422,4,03903,Less than high school,6,Female,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0396077,11,41,132000,10,2,4,41,416,998,1,1937,1,0,0,N,0,-19999,-1,422,4,03903,Less than high school,4,Female,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0405161,13,41,322500,13,2,41,212,416,999,4,1991,21,1,1,0060,40,145000,130000,501,4,05105,Bachelors degree,41,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0525234,22,41,302000,21,1,60,6,416,88,1,1937,21,6,1,0040,50,302000,300000,501,4,05114,Bachelors degree,60,Male,6,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0525234,22,41,302000,10,2,18,41,740,416,1,1937,16,6,0,N,0,0,0,501,4,05114,High school degree,18,Female,41,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0587266,18,41,15000,18,2,62,212,416,999,4,2007,15,6,0,N,0,15000,0,94,4,06721,Some high school,62,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0621229,12,41,60230,12,1,35,36,400,416,1,1937,23,1,7,3261,40,50230,50000,290,4,06724,Graduate degree,35,Male,36,2nd gen,Self-employed,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0638391,7,41,324000,7,1,61,212,416,999,4,1978,21,1,6,2634,50,74000,50000,501,4,05114,Bachelors degree,61,Male,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0638391,7,41,324000,7,2,54,212,416,999,4,1985,21,1,1,1430,40,250000,250000,501,4,05114,Bachelors degree,54,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0664167,10,41,25000,10,2,61,212,416,999,4,2010,16,1,1,4760,35,25000,25000,157,4,06724,High school degree,61,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0716839,17,41,13000,17,2,30,17,187,416,1,1937,22,1,1,4621,20,13000,13000,81,4,05101,Graduate degree,30,Female,17,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0717078,14,41,68500,14,2,60,212,924,416,4,1979,21,1,1,0120,40,68500,38500,420,4,06722,Bachelors degree,60,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0783892,64,41,51300,56,2,75,212,148,999,4,1949,16,6,0,N,0,24200,0,272,4,04301,High school degree,75,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2024,2024HU0807514,11,41,757000,12,2,40,212,416,999,4,2006,21,1,1,0850,40,557000,557000,501,4,00504,Bachelors degree,40,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0807514,11,41,757000,13,1,49,212,416,999,4,1987,22,1,1,0705,40,200000,200000,501,4,00504,Graduate degree,49,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0807514,11,41,757000,12,1,11,41,416,939,1,1937,9,0,0,N,0,-19999,-1,501,4,00504,Less than high school,11,Male,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0807514,11,41,757000,15,2,8,41,416,939,1,1937,5,0,0,N,0,-19999,-1,501,4,00504,Less than high school,8,Female,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0838516,18,41,203000,14,1,39,6,416,210,1,1937,20,1,1,0051,40,80000,80000,501,4,06720,Some college,39,Male,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0855100,19,41,367000,8,2,48,212,416,999,5,2014,22,1,1,1360,45,90000,90000,501,4,02902,Graduate degree,48,Female,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0855100,19,41,367000,6,1,9,41,939,416,1,1937,6,0,0,N,0,-19999,-1,501,4,02902,Less than high school,9,Male,41,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0863069,13,41,562000,13,1,43,6,416,26,1,1937,21,1,1,0630,50,291000,285000,501,4,05101,Bachelors degree,43,Male,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0912595,23,41,68030,23,1,39,212,416,999,5,2015,24,1,1,2205,8,68030,68000,427,4,09300,Graduate degree,39,Male,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0946479,19,41,741000,21,2,53,6,706,416,1,1937,21,1,1,0565,40,160000,160000,501,4,00504,Bachelors degree,53,Female,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0992391,20,41,113000,19,2,75,212,999,999,3,1966,22,6,0,N,0,72000,0,501,4,06724,Graduate degree,75,Female,212,1st gen,N/A,Not in labor force,US-born,TRUE,FALSE,First generation,FALSE
2024,2024HU1100707,12,41,672000,10,1,61,212,416,999,4,1986,21,1,2,3255,40,557000,557000,501,4,00503,Bachelors degree,61,Male,212,1st gen,Non-profit employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU1100707,12,41,672000,12,2,30,41,416,999,1,1937,18,1,1,4760,20,3000,3000,501,4,00503,Some college,30,Female,41,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU1100707,12,41,672000,13,2,25,41,416,999,1,1937,21,2,3,2310,40,5000,5000,501,4,00503,Bachelors degree,25,Female,41,2nd gen,Public sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU1118781,37,41,89900,37,2,43,41,32,416,1,1937,21,1,1,2310,30,89900,16900,501,4,09300,Bachelors degree,43,Female,41,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU1153166,17,41,256200,23,2,30,11,88,22,1,1937,21,1,1,2830,40,75000,75000,501,4,05103,Bachelors degree,30,Female,11,2nd gen,Private sector employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU1153166,17,41,256200,23,1,30,51,21,416,1,1937,21,6,1,2850,40,40000,40000,248,4,05103,Bachelors degree,30,Male,51,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU1154883,4,41,152800,4,1,72,212,416,999,4,1979,23,1,1,3010,28,117000,20000,501,4,05114,Graduate degree,72,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU1154883,4,41,152800,4,2,71,212,416,999,4,1988,16,1,1,3640,20,35800,11000,501,4,05114,High school degree,71,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU1217052,13,41,90850,14,1,76,212,416,999,4,1956,22,6,0,N,0,47600,0,379,4,06721,Graduate degree,76,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU1217052,13,41,90850,14,1,31,41,939,999,1,1937,21,1,2,2050,40,31000,31000,379,4,06721,Bachelors degree,31,Male,41,2nd gen,Non-profit employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU1423709,15,41,132200,12,1,70,212,416,999,4,1990,21,6,0,N,0,7200,0,501,4,03904,Bachelors degree,70,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0012727,61,42,110000,65,2,25,127,416,999,3,2015,17,1,1,0640,40,30000,30000,501,1,01803,High school degree,25,Female,127,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2020,2020HU0047289,14,42,165900,14,1,57,212,416,999,4,2011,21,1,1,1530,32,100000,100000,501,1,03313,Bachelors degree,57,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0047289,14,42,165900,10,2,52,212,416,999,4,2011,21,1,1,1530,30,65000,65000,501,1,03313,Bachelors degree,52,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0047289,14,42,165900,9,2,17,212,416,999,4,2011,15,6,1,4150,10,900,900,501,1,03313,Some high school,17,Female,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0087520,5,42,716000,4,2,37,17,416,999,1,1937,23,1,1,3010,40,230000,230000,501,1,03117,Graduate degree,37,Female,17,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
